@relation words-weka.filters.unsupervised.attribute.Remove-R5-53

@attribute word1Length numeric
@attribute word2Length numeric
@attribute word2-word1Length numeric
@attribute word2-word1LengthAbs numeric
@attribute classe {true,false}

@data
139,19,-120,120,false
142,109,-33,33,true
180,150,-30,30,false
5,5,0,0,false
31,32,1,1,true
192,56,-136,136,false
169,97,-72,72,true
179,50,-129,129,false
89,55,-34,34,false
181,188,7,7,false
111,93,-18,18,false
87,72,-15,15,false
163,72,-91,91,true
114,79,-35,35,true
117,65,-52,52,false
101,95,-6,6,false
134,52,-82,82,false
76,24,-52,52,false
167,68,-99,99,true
161,40,-121,121,false
178,58,-120,120,true
51,25,-26,26,false
137,138,1,1,false
156,143,-13,13,false
168,58,-110,110,true
49,49,0,0,false
182,98,-84,84,true
36,38,2,2,false
156,102,-54,54,true
28,29,1,1,false
5,5,0,0,false
25,25,0,0,false
49,47,-2,2,true
178,91,-87,87,true
72,66,-6,6,true
164,52,-112,112,true
39,35,-4,4,false
121,122,1,1,false
94,35,-59,59,true
162,81,-81,81,true
77,45,-32,32,false
56,44,-12,12,false
103,92,-11,11,true
90,84,-6,6,false
126,98,-28,28,false
199,98,-101,101,true
2,2,0,0,false
17,17,0,0,true
49,36,-13,13,false
147,117,-30,30,true
168,48,-120,120,true
192,163,-29,29,true
33,33,0,0,true
131,44,-87,87,false
121,52,-69,69,true
12,12,0,0,true
116,106,-10,10,true
115,18,-97,97,true
181,93,-88,88,false
60,35,-25,25,false
195,129,-66,66,true
25,25,0,0,false
159,27,-132,132,true
47,34,-13,13,false
6,6,0,0,false
62,57,-5,5,false
148,28,-120,120,true
7,8,1,1,true
21,21,0,0,false
97,96,-1,1,false
1,1,0,0,false
76,59,-17,17,false
104,108,4,4,true
188,167,-21,21,true
19,19,0,0,true
29,29,0,0,true
45,36,-9,9,true
28,25,-3,3,false
132,46,-86,86,false
38,31,-7,7,false
119,82,-37,37,false
181,27,-154,154,false
193,40,-153,153,true
21,18,-3,3,true
16,16,0,0,false
28,28,0,0,false
23,23,0,0,true
145,72,-73,73,false
115,111,-4,4,true
82,54,-28,28,true
163,104,-59,59,true
34,34,0,0,true
106,106,0,0,true
131,89,-42,42,false
168,84,-84,84,true
93,34,-59,59,true
158,75,-83,83,true
38,41,3,3,true
171,144,-27,27,false
70,75,5,5,true
194,70,-124,124,false
130,82,-48,48,false
151,142,-9,9,true
169,43,-126,126,true
35,36,1,1,false
80,54,-26,26,false
81,57,-24,24,false
173,117,-56,56,true
60,36,-24,24,true
59,61,2,2,true
135,118,-17,17,true
146,109,-37,37,false
166,85,-81,81,true
188,72,-116,116,true
96,55,-41,41,true
81,83,2,2,true
197,36,-161,161,true
28,24,-4,4,true
190,66,-124,124,false
173,167,-6,6,true
66,51,-15,15,true
178,92,-86,86,false
179,109,-70,70,false
156,44,-112,112,true
85,24,-61,61,false
85,88,3,3,true
45,41,-4,4,true
67,70,3,3,false
130,42,-88,88,false
161,55,-106,106,true
154,62,-92,92,true
55,55,0,0,true
142,82,-60,60,false
183,148,-35,35,false
45,41,-4,4,true
143,45,-98,98,true
38,41,3,3,true
62,40,-22,22,true
95,70,-25,25,false
43,23,-20,20,false
181,75,-106,106,true
88,89,1,1,false
133,133,0,0,false
187,165,-22,22,false
125,56,-69,69,false
87,55,-32,32,true
23,23,0,0,false
79,22,-57,57,true
82,51,-31,31,true
26,17,-9,9,true
196,143,-53,53,true
37,35,-2,2,false
15,15,0,0,true
183,63,-120,120,true
49,40,-9,9,false
107,77,-30,30,false
81,64,-17,17,true
43,28,-15,15,true
23,24,1,1,false
114,61,-53,53,true
140,39,-101,101,true
23,14,-9,9,true
173,99,-74,74,true
57,6,-51,51,false
91,38,-53,53,true
94,84,-10,10,true
7,7,0,0,true
149,55,-94,94,true
163,34,-129,129,false
105,81,-24,24,true
37,39,2,2,false
47,42,-5,5,false
83,66,-17,17,true
77,76,-1,1,true
52,50,-2,2,true
176,101,-75,75,true
4,4,0,0,true
87,48,-39,39,false
134,108,-26,26,true
96,76,-20,20,false
